"Attr1","Attr2","Attr3","Attr4","Attr5","Attr6","Attr7","Attr8","Attr9","Attr10","Attr11","Attr12","Attr13","Attr14","Attr15","Attr16","Attr17","Attr18","Attr19","Attr20","Attr21","Attr22","Attr23","Attr24","Attr25","Attr26","Attr27","Attr28","Attr29","Attr30","Attr31","Attr32","Attr33","Attr34","Attr35","Attr36","Attr37","Attr38","Attr39","Attr40","Attr41","Attr42","Attr43","Attr44","Attr45","Attr46","Attr47","Attr48","Attr49","Attr50","Attr51","Attr52","Attr53","Attr54","Attr55","Attr56","Attr57","Attr58","Attr59","Attr60","Attr61","Attr62","Attr63","Attr64","class"
0.34303,0.18121,0.47282,4.0588,17.403,0.68976,0.42602,4.4523,1.2409,0.8068,0.42602,2.756,0.21491,0.42602,136.87,2.6667,5.5184,0.42602,0.18946,62.903,1.2622,0.43473,0.15256,0.8563,0.8068,2.2087,2.3991,1.269,4.1593,0.046864,0.18946,31.136,11.723,2.399,0.43473,2.2788,9.007,0.83343,0.19334,0.49371,0.01211,0.19334,89.455,26.552,0.88521,1.5519,78.056,0.37752,0.16789,3.4623,0.15458,0.085305,2.1653,2.2368,6823.7,0.19413,0.42517,0.80587,0.033011,5.8026,13.747,25.092,14.547,6.0348,0
0.067199,0.81263,-0.029465,0.95896,-101.98,0.067199,0.083889,0.22532,1.0412,0.1831,0.083889,0.11684,0.0734,0.083889,3112.9,0.11726,1.2306,0.083889,0.064621,89.52,0.97986,0.050918,0.051764,0.083889,0.1831,0.096717,0.40839,-0.094591,4.4639,0.61577,0.064621,210.18,1.7366,0.062659,0.050918,1.3388,3.91,0.27776,0.039223,0.021389,0.42873,0.039223,189.27,99.745,0.21106,0.5155,93.209,0.039522,0.030444,0.84726,0.71797,0.57585,0.5878,0.89168,-857.43,0.039572,0.36701,0.96043,0.51698,4.0773,3.6593,201.87,1.8081,4.1675,0
0.32314,0.052381,0.67403,13.868,52.728,0.74013,0.40159,17.654,1.1961,0.92473,0.40159,7.6667,0.17187,0.40159,43.371,8.4158,19.091,0.40159,0.15657,51.802,1.2502,0.41041,0.12599,0.88871,0.92473,6.918,1.9139,2.4637,4.7329,0.017492,0.15657,8.9162,40.937,7.835,0.41041,2.5813,0.16697,0.92473,0.16001,0.17585,0.00383,0.16001,102.06,50.261,0.8877,6.9185,61.962,0.37117,0.14471,13.868,0.052381,0.024428,3.38,3.38,36437,0.16396,0.34944,0.83604,0,7.046,7.2621,7.4543,48.965,9.3748,0
0.089387,0.38697,0.25806,1.7965,-24.161,0.17181,0.11742,1.4184,1.0824,0.54888,0.11742,0.36242,0.099222,0.11742,803,0.45455,2.5842,0.11742,0.066233,74.204,1.2068,0.13563,0.050422,0.22314,0.54888,0.38212,0.82813,0.61745,4.0668,0.19787,0.066233,72.203,5.0552,0.35049,0.13563,1.7931,3.5186,0.61187,0.076507,0.12297,0.065542,0.076507,111.64,37.431,0.24802,0.68412,80.321,0.077148,0.043519,1.5041,0.32398,0.19782,1.3132,1.464,3010,0.07615,0.16286,0.92385,0.11476,4.9188,9.7512,66.705,5.4718,4.2415,0
-0.026543,0.047303,0.40731,9.6105,187.99,0.026865,-0.026543,19.98,0.958,0.94512,-0.026543,-0.56112,0.01719,-0.026543,1958.4,0.18638,21.14,-0.026543,-0.051754,102.92,0.68655,-0.017039,-0.051754,0.034072,0.94512,0.18638,-0.31827,0.74681,4.7767,-0.31893,-0.051754,32.252,11.317,-0.3602,-0.017039,0.53276,30.082,0.94512,-0.033223,4.4919,0.084888,-0.033223,172.32,69.405,-0.18355,6.5535,98.594,-0.052397,-0.10217,9.6105,0.047303,0.08836,1.7329,1.7329,24354,-0.043839,-0.028084,1.0438,0,3.5466,5.259,33.665,10.842,0.94035,0
0.14303,0.40811,0.23139,1.567,-6.0862,0.39552,0.14303,1.4503,1.0688,0.59189,0.14303,0.35046,0.097158,0.14303,743.64,0.49083,2.4503,0.14303,0.069372,46.41,1.0572,0.14673,0.069372,0.39552,0.59189,0.49083,0.76063,0.64188,4.4456,0.14826,0.069372,77.218,4.7268,0.35954,0.14673,2.097,15.558,0.59189,0.071169,0.2532,0.065765,0.071169,94.921,48.512,0.54559,0.92464,49.601,0.089444,0.043383,1.567,0.40811,0.21156,1.6419,1.6419,6455.2,0.064341,0.24164,0.93566,0,7.8647,7.524,72.25,5.0519,5.7192,0
0.24166,0.30738,0.48275,2.8378,56.446,0,0.31446,2.2533,3.0151,0.69262,0.33622,1.1971,0.11613,0.31446,320.4,1.1392,3.2533,0.31446,0.10429,8.3727,1.7592,0.32091,0.08015,0.51798,0.6713,0.90236,14.749,1.8963,3.8094,0.066806,0.10429,35.922,10.161,8.6832,0.34612,3.0151,7.6025,0.69262,0.11479,0.40597,0.028732,0.10643,77.329,68.956,3.494,2.5745,9.4585,0.28521,0.094591,2.4251,0.26267,0.098416,2.7207,2.7207,3112.9,0.11479,0.34891,0.89631,0,43.594,5.2932,31.798,11.479,11.844,0
0.076719,0.52543,0.2553,1.4859,-1.2766,0,0.10028,0.90319,3.8049,0.47457,0.13326,0.19085,0.029608,0.10028,1702.4,0.2144,1.9032,0.10028,0.026355,25.641,1.2909,0.13259,0.020163,0.24928,0.35292,0.16956,4.0203,1.1644,3.6255,0.13279,0.028182,52.127,7.0022,7.0022,0.1257,3.8049,3.1659,0.47457,0.033036,0.040333,0.12082,0.034848,72.862,47.222,0.28703,0.97719,26.517,0.12022,0.031595,1.4859,0.52543,0.14281,2.1644,2.1644,1077.9,0.033036,0.16166,0.97372,0,14.235,7.7295,50.405,7.2414,17.353,0
0.058872,0.82921,0.010334,1.0165,-41.71,0,0.079068,0.20597,2.2172,0.17079,0.11243,0.12598,0.057796,0.079068,2361.8,0.15454,1.206,0.079068,0.035661,39.429,1.4235,0.10907,0.026552,0.11515,0.16604,0.13018,3.2697,0.028544,4.0222,0.35326,0.050705,108.46,3.3652,2.5471,0.10518,2.2172,3.1659,0.29664,0.04744,0.08888,0.17477,0.049192,95.836,56.407,0.2458,0.63484,41.393,0.059993,0.027058,0.76934,0.62761,0.29716,0.47173,0.81933,108.77,0.04744,0.3447,0.96449,0.73686,9.2572,6.4709,103.32,3.5328,6.124,0
-0.021085,0.9042,-0.13009,0.83912,-139.37,-0.16829,0.027441,0.10596,1.0131,0.095804,0.027441,0.033936,0.044017,0.027441,12027,0.030349,1.106,0.027441,0.044017,63.311,1.3108,0.03564,-0.033822,0.037356,0.095804,-0.023319,0.57917,-0.40468,5.1969,1.4421,0.044017,479.63,0.76101,0.039416,0.03564,0.65101,5.968,0.19138,0.057169,0.006371,0.83409,0.057169,394.25,330.94,-0.19499,0.70539,64.14,0.03564,0.057169,0.75042,0.80862,1.3141,0.29802,0.59532,-20474,0.01292,-0.22008,0.98708,0.99761,5.7651,1.1029,473.43,0.77097,1.9393,0
0.14643,0.91026,0.019073,1.021,-14.762,-0.37427,0.14901,0.098592,2.3607,0.089744,0.20905,0.1639,0.072848,0.14901,1932,0.18892,1.0986,0.14901,0.063123,16.342,0.67233,0.20548,0.062028,-0.040505,-0.22785,0.18608,3.4222,0.26585,3.4981,0.32617,0.088487,152.19,2.3983,2.3955,0.18015,2.3607,766.96,0.090816,0.076314,0.15632,0.13283,0.087042,121.55,105.21,1.3854,0.90473,17.692,0.18252,0.077317,1.0198,0.90918,0.41696,1.2509,1.2659,60.056,0.076314,1.6316,0.93942,0.011951,22.335,3.4693,140.58,2.5965,32.904,0
0.006003,0.73302,-0.48132,0.060713,-1911.2,-0.49397,0.0094,0.36421,0.12625,0.26698,0.017082,0.018344,0.11521,0.0094,18395,0.019842,1.3642,0.0094,0.074458,6.6248,1.3035,0.011903,0.047548,0.0094,0.25355,0.015207,1.5494,-0.49678,4.5469,5.7191,0.1353,1930.6,0.18906,0.13217,0.029368,0.12625,8.5214,0.27036,0.23262,0.028125,1.4333,0.094278,48.279,41.654,2.6197,0.056241,8.6329,0.006758,0.053529,0.042442,0.51244,5.2893,0.27555,0.27904,-16956,0.23262,0.022485,0.92918,0.012668,55.096,8.7627,1481.5,0.24637,0.1303,0
0.000894,0.18564,0.003255,1.0197,-89.386,0.034799,0.001593,3.8275,0.98174,0.71053,0.001593,0.009662,0.017321,0.001593,10344,0.035285,5.3868,0.001593,0.004212,77.909,1.7572,0.000801,0.002364,0.035525,0.71053,0.03152,0.020805,0.003913,6.0608,0.46018,0.004212,156.2,2.3367,0.004317,0.000801,0.39884,4.2032,0.73132,0.002119,0.17327,1.0598,0.002119,134.68,56.774,0.011075,0.53009,76.486,-0.004156,-0.01099,0.90554,0.16485,0.42796,0.85411,0.8791,3744.3,-0.018604,0.001258,1.0186,0.02926,4.6849,6.429,159.11,2.294,0.45458,0
-0.18591,0.27052,0.23835,2.3684,-40.318,0,-0.1856,2.6966,0.72171,0.72948,-0.16411,-1.0656,-0.18089,-0.1856,-756.35,-0.48258,3.6966,-0.1856,-0.25717,168.59,0.49256,-0.174,-0.25759,-0.041146,0.25536,-0.4837,-8.0948,0.40572,4.3723,0.36885,-0.23838,69.797,5.2295,3.3671,-0.18915,0.72171,5.0936,0.74502,-0.26209,0.029619,-0.075811,-0.2411,206.02,37.43,-0.55768,0.45453,133.58,-0.22906,-0.31738,1.5249,0.17418,0.19122,1.2417,1.2682,5617.2,-0.26209,-0.25485,1.2475,0.021307,2.165,9.7514,88.09,4.1435,1.2285,0
0.003886,0.69037,0.02984,1.0468,-69.345,0.011648,0.002762,0.41436,1.0002,0.28606,0.002762,0.004331,0.003795,0.002762,69650,0.005241,1.4485,0.002762,0.002897,65.45,1.1553,0.013601,0.004076,0.009238,0.28606,0.006869,0.14269,0.089762,6.4701,0.55605,0.002897,244.2,1.4947,0.019702,0.013601,0.98176,9.4327,0.3387,0.014266,0.31762,1.5699,0.014266,178.02,112.57,0.022733,0.77872,65.463,0.012745,0.013368,0.96696,0.63772,0.66903,0.86048,1.0188,88091,0.000204,0.013586,0.9998,0.18404,5.5768,3.2423,244.15,1.495,2.8679,0
0.074478,0.46044,0.21213,2.158,9.4689,0.21127,0.091223,1.0368,1.1227,0.47739,0.091223,0.49799,0.12715,0.091223,1495,0.24415,2.1718,0.091223,0.10318,40.046,1.3468,0.098297,0.084241,0.24358,0.47739,0.20778,1.2482,0.35082,6.3145,0.43707,0.10318,84.903,4.299,0.21349,0.098297,0.9005,1.076,0.75465,0.11118,0.92258,0.12669,0.11118,93.434,53.388,0.76781,1.6285,44.958,0.077105,0.087213,0.85856,0.18318,0.23261,0.78949,1.248,437630,0.10926,0.15601,0.89074,0.58077,9.1144,6.8368,75.627,4.8263,1.4621,0
0.015652,0.40281,0.28057,1.6965,18.979,-0.10032,-0.003096,1.4705,0.99607,0.59234,-0.003096,-0.007686,-0.000264,-0.003096,-307910,-0.001185,2.4825,-0.003096,-0.001709,37.016,1.2305,-0.002061,0.00864,-0.12307,0.59234,0.045357,-0.011329,0.88615,4.5222,0.18846,-0.001709,80.839,4.5151,-0.005115,-0.002061,1.8263,157.01,0.59234,-0.001137,0.15513,23.732,-0.001137,125.1,88.08,0.085192,1.2404,36.871,-0.004679,-0.002583,1.6965,0.40281,0.22148,1.8708,1.8708,9336.7,-0.003943,0.026424,1.0039,0,9.8605,4.144,81.158,4.4974,5.7218,0
0.00464,0.2675,0.24464,1.9146,149.61,0.00464,0.005728,2.73,1.0188,0.73026,0.005728,0.021414,0.018942,0.005728,17045,0.021414,3.7383,0.005728,0.018942,146.38,1.1644,0.003414,0.015343,0.005728,0.73026,0.017346,0.11502,0.50146,4.4892,0.67898,0.018942,328.93,1.1097,0.012763,0.003414,0.30473,15.558,0.73026,0.011289,0.23239,2.5759,0.011289,543.1,396.72,0.038258,1.4612,149.13,0.003414,0.011289,1.9146,0.2675,0.90118,1.4969,1.4969,7546.1,0.018468,0.006354,0.98153,0,2.4935,0.92005,322.86,1.1305,0.61989,0
0.18292,0.25743,0.29757,2.8775,17.67,0.49463,0.18394,2.7381,1.2355,0.70488,0.18394,1.1606,0.24611,0.18394,428.7,0.85142,3.8845,0.18394,0.20653,107.56,1.3505,0.18115,0.20539,0.49758,0.70488,0.84746,2.513,0.54706,4.4868,0.1735,0.20653,80.252,4.5482,0.70367,0.18115,0.91061,1.9567,0.80383,0.2034,0.65861,0.039111,0.2034,144.13,36.567,0.69696,1.2216,132.89,0.1459,0.16382,1.7715,0.15849,0.21987,1.2959,1.4778,9128.7,0.19062,0.2595,0.80938,0.14037,3.3934,9.9815,64.954,5.6193,1.6373,0
0.047785,0.49915,0.13463,1.3803,-15.939,0.15404,0.059617,0.94086,1.039,0.46963,0.059617,0.16842,0.061982,0.059617,1935.5,0.18858,2.0034,0.059617,0.039256,8.9974,0.92693,0.064099,0.031465,0.194,0.46963,0.16488,0.43852,0.26327,4.1171,0.32651,0.039256,88.393,4.1293,0.12842,0.064099,1.5353,3.1081,0.61479,0.042207,0.46236,0.16641,0.042207,78.097,69.1,1.2764,1.2746,9.3481,0.029585,0.019481,0.9789,0.35398,0.24217,0.91835,1.2022,1762.9,0.037518,0.10175,0.96248,0.3091,40.567,5.2822,85.076,4.2903,2.9697,0
0.078127,0.23758,0.24911,2.0485,27.325,0,0.098319,3.2091,2.8794,0.76242,0.10169,0.41383,0.054179,0.098319,555.87,0.65663,4.2091,0.098319,0.034146,3.9167,1.0567,0.093527,0.027133,0.098319,0.72731,0.57163,27.784,0.48531,3.218,-0.001239,0.034146,31.128,11.726,11.726,0.093527,2.8794,2.7983,0.76242,0.032482,1.0619,0.052373,0.032482,29.714,25.797,2.5286,1.9185,4.0482,0.035844,0.012449,2.0485,0.23758,0.085281,1.4853,1.4853,411.53,0.032482,0.10247,0.96595,0,93.191,14.149,30.117,12.12,5.6095,0
0,0,0,55.877,0.095002,0,9.0827,1.2875,750.1,290.96,13.348,8.2581,0.023422,9.0827,0,20.226,0.27942,9.0827,0.012109,120.96,1823.3,8.9657,0,9.0827,230.71,21.472,2.102,0,1.4699,0,0.017795,0,16.042,-0.43344,9.4702,750.1,157.01,290.96,0.012625,80.858,0,0.011953,121.05,0.094015,0,88.97,122.51,0.47983,0.00064,29.552,0,0,22769,22769,0,0.012625,0,0.98798,0,3.0175,3882.3,0,66.613,58699,0
0.10702,0.43711,0.29144,1.7423,-3.6029,0,0.13582,1.2878,1.8971,0.56289,0.14067,0.34594,0.092712,0.13582,907.12,0.40237,2.2878,0.13582,0.071596,45.496,1.7186,0.13938,0.056411,0.26441,0.12074,0.33647,28.73,0.92245,4.2338,0.23041,0.07394,81.878,4.4579,4.0041,0.14682,1.8971,333.79,0.56289,0.077395,0.18361,0.081201,0.073469,117.74,72.248,0.45256,1.14,49.313,0.099319,0.052354,1.565,0.39262,0.22432,1.7816,1.7816,4993,0.077395,0.19012,0.92852,0,8.0226,5.0521,75.541,4.8318,6.0045,0
0.001983,0.10542,0.60514,6.7403,96.639,0.074599,0.006185,8.2101,0.99597,0.86549,0.006185,0.058669,0.073923,0.006185,463.3,0.78783,9.486,0.006185,0.005505,104.81,0.99011,0.002016,0.001765,0.11125,0.86549,0.74798,0.017875,2.0907,4.3421,-0.055484,0.005505,34.11,10.701,0.019128,0.002016,1.1431,265.7,0.86549,0.001795,1.5946,0.043936,0.001795,176.23,71.423,0.006147,3.68,104.39,-0.074851,-0.066624,6.7403,0.10542,0.093453,2.9902,2.9902,13304,-0.004046,0.002291,1.004,0,3.4825,5.1104,34.248,10.657,3.8815,0
0.12536,0.49262,0.34663,2.2175,-9.9404,0.001119,0.12536,1.0299,2.3479,0.50738,0.13188,0.44033,0.068002,0.12536,1126.2,0.3241,2.0299,0.12536,0.053395,61.526,1.5226,0,0.053395,0.1409,0.46611,0.3241,0,0.94021,4.5693,0.18289,0.11862,54.586,6.6867,3.8645,0.023186,2.3479,6.7523,0.54226,0.009875,0.23078,0.4788,0,87.932,26.406,0.31676,0.82739,75.88,-0.034296,-0.014607,1.2816,0.28471,0.14955,1.3762,1.4709,12858,0.18916,0.24708,0.81422,0.068759,5.9324,13.822,44.261,8.2466,6.3685,0
0.04097,0.62997,-0.017449,0.9624,-60.077,0.16394,0.04097,0.58738,1.0565,0.37003,0.04097,0.088286,0.072247,0.04097,3498.1,0.10434,1.5874,0.04097,0.04503,48.961,1.2544,0.051473,0.04503,0.16394,0.37003,0.10434,0.59772,-0.031531,4.4188,0.66118,0.04503,196.69,1.8557,0.081708,0.051473,0.9379,1.9563,0.53594,0.056575,0.061394,0.27167,0.056575,167.74,118.78,0.3357,0.69941,51.727,0.026711,0.029358,0.70894,0.46406,0.53887,0.66866,0.96847,-457.67,0.05349,0.11072,0.94651,0.44837,7.455,3.073,186.17,1.9606,1.6441,0
0.02385,0.20791,0.32124,2.5451,192.85,0.051259,0.03454,2.7398,1.0844,0.56961,0.03454,0.16613,0.11681,0.03454,1419,0.25722,4.8098,0.03454,0.075441,63.988,1.0748,0.02877,0.052093,0.077527,0.56961,0.20581,0.68141,0.68226,5.5474,-0.25329,0.075441,179.73,2.0308,0.13838,0.02877,0.49647,4.249,0.56961,0.06284,1.6778,0.14327,0.06284,143.76,79.771,0.29715,2.1591,69.387,0.009832,0.021474,2.5451,0.20791,0.49242,1.2098,1.2098,113310,0.077804,0.041871,0.9222,0,5.7042,4.5756,165.75,2.2021,0.97236,0
0.080864,0.35881,0.16634,1.4636,-18.143,0.38026,0.080864,1.6208,1.0309,0.58156,0.080864,0.22536,0.078011,0.080864,842.12,0.43343,2.787,0.080864,0.040563,47.087,0.82572,0.099192,0.040563,0.38026,0.58156,0.43343,0.51296,0.35031,4.0824,0.14358,0.040563,67.728,5.3892,0.27644,0.099192,2.0397,2.2201,0.58156,0.049756,0.21024,0.067856,0.049756,82.339,35.252,0.31443,0.74685,48.544,0.024535,0.012307,1.4636,0.35881,0.18556,1.2248,1.2248,2011.2,0.030015,0.13905,0.96999,0,7.7516,10.354,65.695,5.556,4.1984,0
-0.001993,0.40641,0.090823,1.3902,-51.282,0.1849,-0.00036,1.3034,0.95225,0.5297,-0.00036,-0.001548,0.079891,-0.00036,1979.6,0.18438,2.4605,-0.00036,-0.000384,84.379,0.96834,-0.023709,-0.002125,0.23459,0.5297,0.18036,-0.2407,0.13427,4.5521,0.41836,-0.000384,86.252,4.2318,-0.058338,-0.023709,0.9986,0.61474,0.70335,-0.025277,0.075504,0.25901,-0.025277,119.08,34.701,-0.009192,0.45862,80.351,-0.099005,-0.10555,0.7962,0.23276,0.23631,0.78311,1.0398,3238.4,-0.05014,-0.003763,1.0501,0.32783,4.3257,10.518,90.577,4.0297,1.3867,0
0.11671,0.29685,0.42908,2.5032,37.132,0.53137,0.14472,2.3687,2.2968,0.70315,0.18314,0.507,0.07468,0.14472,631.7,0.57781,3.3687,0.14472,0.06301,32.988,1.1389,0.18191,0.050813,0.35497,0.6499,0.48344,4.7344,1.5031,3.6946,0.076257,0.063121,48.128,7.584,7.2926,0.13196,2.2968,6.6837,0.70315,0.057455,0.4298,0.04741,0.079202,94.055,61.067,0.56222,1.776,34.999,0.15511,0.067532,2.407,0.28545,0.13186,2.4631,2.4631,2124.1,0.057455,0.16598,0.93845,0,11.065,5.9771,45.363,8.0463,8.0456,0
0.22943,0.39209,0.19683,1.5033,-29.845,0,0.28783,1.5505,2.5934,0.60791,0.303,0.73607,0.13081,0.28783,421.83,0.86527,2.5505,0.28783,0.11098,53.194,1.2113,0.303,0.088465,0.42663,0.53469,0.71632,19.977,0.47758,3.7586,0.14937,0.11461,61.621,5.9233,5.9075,0.2772,2.5934,0.91205,0.60791,0.10688,0.028979,0.036875,0.11683,81.141,27.947,0.60701,0.53678,59.56,0.25157,0.097002,1.4993,0.39104,0.16882,1.475,1.475,1129,0.10688,0.3774,0.89363,0,6.8616,13.061,55.035,6.6322,6.2927,0
0.074002,0.88288,-0.14368,0.80426,-70.93,-0.018369,0.074002,0.13265,1.5616,0.11712,0.11967,0.10082,0.054256,0.074002,3803.3,0.095968,1.1327,0.074002,0.047387,31.581,1.1178,0.10225,0.047387,0.074002,0.056191,0.095968,2.2391,-0.35073,4.2152,0.52353,0.065209,183.56,1.9884,1.6532,0.1021,1.5616,3.0582,0.26597,0.065378,0.09805,0.2605,0.065474,121.16,89.578,0.54767,0.62018,33.791,0.09152,0.058605,0.66866,0.73403,0.50291,0.2859,0.64927,-2358.2,0.065378,0.63186,0.95314,1.271,11.557,4.0747,171.56,2.1275,3.8122,0
-0.035981,0.93897,-0.31362,0.64781,-79.912,-0.84239,-0.035981,0.064992,2.4415,0.061026,0.012155,-0.040407,0.008476,-0.035981,16562,0.022038,1.065,-0.035981,-0.014738,25.448,1.0499,0.008026,-0.014738,-0.042463,-0.5835,0.022038,0.16674,-0.74115,5.1293,0.36127,0.004127,133.43,2.7356,2.5943,0.005472,2.4415,20.871,0.080509,0.002241,0.11372,0.48375,0.003288,71.101,45.654,-0.21138,0.45665,25.505,-0.048648,-0.019926,0.61434,0.89047,0.36555,0.14422,0.19026,-42238,0.002241,-0.58961,1.0146,0.31926,14.343,7.995,133.13,2.7418,5.7697,0
0.087063,0.85479,0.12036,1.142,-64.158,-0.046434,0.10339,0.16987,1.7257,0.14521,0.10354,0.12199,0.065527,0.10339,2759,0.13229,1.1699,0.10339,0.059908,87.092,1.8406,0.063875,0.050449,0.13865,0.040628,0.1132,413.77,3.7492,4.0902,0.48219,0.059998,187.85,1.943,1.9265,0.078999,1.7257,4438,0.14521,0.045777,0.027131,0.38728,0.037013,199.85,112.76,0.21143,0.65616,91.27,0.054179,0.031394,1.1323,0.84753,0.51467,4.5229,4.5229,1481.4,0.045777,0.59958,0.94149,0,4.191,3.2371,179.26,2.0362,53.754,0
0.073691,0.57081,0.15319,1.2723,-7.5028,0.23545,0.091975,0.63026,1.0341,0.35976,0.091975,0.1635,0.062294,0.091975,1573.9,0.23192,1.7519,0.091975,0.043281,31.964,1.0205,0.10759,0.034677,0.29365,0.35976,0.19988,0.52355,0.53889,4.3447,0.22915,0.043281,99.915,3.6531,0.18849,0.10759,2.1837,64.118,0.36802,0.05063,0.16519,0.1268,0.05063,106.97,75.009,0.39597,0.94149,33.053,0.067187,0.031616,1.2539,0.56255,0.27374,1.2656,1.2946,3388.1,0.03295,0.20483,0.96705,0.022961,11.419,4.8661,96.623,3.7776,7.4758,0
0.014786,0.48541,0.33792,1.6962,28.163,0,0.014786,1.0601,3.1015,0.51459,0.043583,0.030462,0.004768,0.014786,11982,0.030462,2.0601,0.014786,0.004768,16.016,1.3125,0,0.004768,0.018045,0.48833,0.030462,0,1.9127,3.2796,0.075088,0.011374,69.162,5.2775,5.2775,0.000719,3.1015,8.1659,0.51459,0.000232,0.52315,0.052024,0,67.009,50.992,0.10865,1.4158,19.391,0,0,1.6962,0.48541,0.18948,2.9127,2.9127,643.24,0.17404,0.028734,0.8384,0,22.789,7.1579,57.125,6.3895,17.555,0
0.074491,0.16559,0.44406,3.6818,15.734,0.12701,0.093944,4.8124,1.0665,0.79686,0.093944,0.56734,0.086785,0.093944,373.92,0.97614,6.0392,0.093944,0.050441,72.532,1.2811,0.10514,0.039996,0.14172,0.79686,0.85866,0.60207,1.1376,4.5033,0.043971,0.050441,34.61,10.546,0.63494,0.10514,1.8715,50.43,0.79686,0.056451,0.50901,0.031499,0.056451,102.96,30.426,0.20127,1.4466,77.359,0.037446,0.020106,3.6818,0.16559,0.094823,2.0414,2.0414,14151,0.062395,0.093481,0.93761,0,5.0323,11.996,32.451,11.248,4.7712,0
0.083462,0.37673,0.3171,2.3321,48.276,0.2975,0.1052,1.5141,1.1097,0.57043,0.1052,0.44195,0.10148,0.1052,995.75,0.36656,2.6544,0.1052,0.077307,41.739,1.159,0.13772,0.06133,0.36825,0.57043,0.30885,1.123,0.71281,4.3263,0.22899,0.077307,70.848,5.1519,0.36556,0.13772,1.3767,2.8808,0.70911,0.1012,0.27949,0.072597,0.1012,131.05,89.312,0.53632,1.6783,46.316,0.10483,0.077031,1.4736,0.23805,0.1941,1.2823,1.594,6721.2,0.09882,0.14632,0.90118,0.24313,8.7448,4.0868,63.847,5.7168,3.0591,0
0.008348,0.57595,-0.034375,0.92107,-31.17,0.008348,0.013379,0.68593,1.0026,0.39506,0.013379,0.030718,0.045041,0.013379,2507.4,0.14557,1.7363,0.013379,0.007188,22.685,1.0294,0.024938,0.004485,0.013379,0.39506,0.13683,0.13432,-0.057402,4.4618,0.29681,0.007188,85.622,4.2629,0.043299,0.024938,1.8909,2.0331,0.53548,0.013398,0.064452,0.19849,0.013398,73.159,50.474,0.072162,0.65545,22.743,-0.045522,-0.024456,0.69652,0.43554,0.23458,0.65971,0.89419,-995.59,0.002544,0.021132,0.99746,0.35543,16.09,7.2314,85.405,4.2738,3.1083,0
0.004589,0.75298,-0.1248,0.83391,-90.911,0.046424,0.010088,0.28512,1.0181,0.21469,0.010088,0.013425,0.027199,0.010088,6694.5,0.054522,1.3281,0.010088,0.006684,58.33,1.4652,0.027707,0.00304,0.061283,0.21469,0.04722,0.18688,-0.33425,4.7049,0.48819,0.006684,184.99,1.9731,0.036796,0.027707,1.6163,247.58,0.21625,0.018356,0.022203,0.42192,0.018356,147.49,89.165,0.019025,0.5129,59.383,-0.003259,-0.002159,0.83219,0.75142,0.50682,0.57499,0.57916,-6325.6,0.017737,0.021376,0.98226,0.007251,6.2575,4.0935,181.71,2.0087,4.0424,0
0.094363,0.38698,0.050172,1.1297,-9.5453,0.24772,0.1214,1.4438,1.044,0.55873,0.1214,0.31371,0.085859,0.1214,781.04,0.46732,2.5841,0.1214,0.057637,17.469,1.0891,0.12403,0.0448,0.32221,0.55873,0.39746,0.61477,0.08914,5.2405,0.1794,0.057637,70.012,5.2134,0.3205,0.12403,2.1849,1.2773,0.55873,0.058885,0.026872,0.069343,0.058885,73.952,56.483,0.93605,0.86914,18.238,0.064584,0.030662,1.1297,0.38698,0.19181,0.99268,0.99268,8728.9,0.042161,0.16889,0.95784,0,20.894,6.4622,67.06,5.4429,3.7422,0
0.30373,0.24061,0.29234,2.215,-12.048,0.62014,0.37575,3.0921,1.3084,0.74399,0.37575,1.5616,0.24563,0.37575,218.31,1.6719,4.156,0.37575,0.22943,65.297,1.8875,0.38179,0.18545,0.76767,0.74399,1.3726,3.0502,0.62594,4.3608,0.10503,0.22943,70.164,5.2021,1.5867,0.38179,1.6645,6.9302,0.74399,0.23312,0.4528,0.019373,0.23312,94.496,29.199,1.0366,0.99732,85.436,0.35525,0.21691,2.215,0.24061,0.19223,1.593,1.593,6708.9,0.23572,0.40824,0.76428,0,5.5898,12.5,53.624,6.8066,3.5066,0
0.041558,0.63237,0.31211,1.497,13.602,0.14243,0.052989,0.45947,1.0269,0.29056,0.052989,0.084383,0.038487,0.052989,3572.8,0.10216,1.5814,0.052989,0.031568,54.367,1.1992,0.040381,0.024758,0.1888,0.29056,0.084083,0.24704,5.2083,4.4189,0.34281,0.031568,140.22,2.603,0.063856,0.040381,1.7017,156.5,0.29497,0.024057,0.091897,0.39985,0.024057,191.87,137.5,0.16622,1.0989,55.83,0.028767,0.017138,1.4866,0.62796,0.38417,4.8486,4.9222,8189.2,0.026205,0.14303,0.97379,0.015175,6.7136,2.6545,136.55,2.673,28.011,0
0.070668,0.89678,-0.050378,0.94023,-89.606,0,0.09017,0.1151,1.1799,0.10322,0.11019,0.10699,0.087747,0.09017,3161.7,0.11545,1.1151,0.09017,0.076424,66.905,1.0056,0.091398,0.059895,0.099703,0.076652,0.093699,4.5655,-0.2427,4.2747,0.68929,0.083783,283.62,1.2869,1.2095,0.095215,1.1799,10.674,0.1572,0.0807,0.099103,0.28535,0.077465,219.31,152.4,0.32676,0.68362,72.778,0.078038,0.066141,0.88363,0.8428,0.77703,0.49725,0.7573,-948.23,0.0807,0.68466,0.92478,0.52297,5.4555,2.395,260.73,1.3999,5.684,0
